"Name","Directory","Length","CreationTime","LastWriteTime","DigitalSignature"
"AverageDirectionalMovementIndexRatingTests.cs","C:\Users\User\LocalTradingSetup\Lean\Tests\Indicators","1609","2025-08-27 7:07:59 PM","2025-08-27 7:07:59 PM","UnknownError"
"BaseResultsHandlerTests.cs","C:\Users\User\LocalTradingSetup\Lean\Tests\Engine\Results","10547","2025-08-27 7:07:59 PM","2025-08-27 7:07:59 PM","UnknownError"
"LiveTradingResultHandlerTests.cs","C:\Users\User\LocalTradingSetup\Lean\Tests\Engine\Results","9138","2025-08-27 7:07:59 PM","2025-08-27 7:07:59 PM","UnknownError"
"TestResultHandler.cs","C:\Users\User\LocalTradingSetup\Lean\Tests\Engine","7350","2025-08-27 7:07:59 PM","2025-08-27 7:07:59 PM","UnknownError"
"BacktestingResultHandlerTests.cs","C:\Users\User\LocalTradingSetup\Lean\Tests\Engine\Results","36343","2025-08-27 7:07:59 PM","2025-08-27 7:07:59 PM","UnknownError"
"AdvanceDeclineDifferenceTests.cs","C:\Users\User\LocalTradingSetup\Lean\Tests\Indicators","15190","2025-08-27 7:07:59 PM","2025-08-27 7:07:59 PM","UnknownError"
"AdvanceDeclineRatioTests.cs","C:\Users\User\LocalTradingSetup\Lean\Tests\Indicators","8945","2025-08-27 7:07:59 PM","2025-08-27 7:07:59 PM","UnknownError"
"AccumulationDistributionOscillatorTests.cs","C:\Users\User\LocalTradingSetup\Lean\Tests\Indicators","1876","2025-08-27 7:07:59 PM","2025-08-27 7:07:59 PM","UnknownError"
"AccumulationDistributionTests.cs","C:\Users\User\LocalTradingSetup\Lean\Tests\Indicators","1806","2025-08-27 7:07:59 PM","2025-08-27 7:07:59 PM","UnknownError"
"AdvanceDeclineRatioVolumeTests.cs","C:\Users\User\LocalTradingSetup\Lean\Tests\Indicators","9755","2025-08-27 7:07:59 PM","2025-08-27 7:07:59 PM","UnknownError"
"ArnaudLegouxMovingAverageTests.cs","C:\Users\User\LocalTradingSetup\Lean\Tests\Indicators","1340","2025-08-27 7:07:59 PM","2025-08-27 7:07:59 PM","UnknownError"
"AroonOscillatorTests.cs","C:\Users\User\LocalTradingSetup\Lean\Tests\Indicators","3032","2025-08-27 7:07:59 PM","2025-08-27 7:07:59 PM","UnknownError"
"AlphaIndicatorTests.cs","C:\Users\User\LocalTradingSetup\Lean\Tests\Indicators","19123","2025-08-27 7:07:59 PM","2025-08-27 7:07:59 PM","UnknownError"
"ArmsIndexTests.cs","C:\Users\User\LocalTradingSetup\Lean\Tests\Indicators","11453","2025-08-27 7:07:59 PM","2025-08-27 7:07:59 PM","UnknownError"
"AccelerationBandsTests.cs","C:\Users\User\LocalTradingSetup\Lean\Tests\Indicators","2896","2025-08-27 7:07:59 PM","2025-08-27 7:07:59 PM","UnknownError"
"BrokerageSetupHandlerTests.cs","C:\Users\User\LocalTradingSetup\Lean\Tests\Engine\Setup","47357","2025-08-27 7:07:59 PM","2025-08-27 7:07:59 PM","UnknownError"
"BaseSetupHandlerTests.cs","C:\Users\User\LocalTradingSetup\Lean\Tests\Engine\Setup","5113","2025-08-27 7:07:59 PM","2025-08-27 7:07:59 PM","UnknownError"
"BacktestingSetupHandlerTests.cs","C:\Users\User\LocalTradingSetup\Lean\Tests\Engine\Setup","3517","2025-08-27 7:07:59 PM","2025-08-27 7:07:59 PM","UnknownError"
"AbsolutePriceOscillatorTests.cs","C:\Users\User\LocalTradingSetup\Lean\Tests\Indicators","1342","2025-08-27 7:07:59 PM","2025-08-27 7:07:59 PM","UnknownError"
"PerformanceBenchmarkAlgorithms.cs","C:\Users\User\LocalTradingSetup\Lean\Tests\Engine","4575","2025-08-27 7:07:59 PM","2025-08-27 7:07:59 PM","UnknownError"
"PartialFillModel.cs","C:\Users\User\LocalTradingSetup\Lean\Tests\Engine","2892","2025-08-27 7:07:59 PM","2025-08-27 7:07:59 PM","UnknownError"
"DefaultOptionAssignmentModelTests.cs","C:\Users\User\LocalTradingSetup\Lean\Tests\Engine","8024","2025-08-27 7:07:59 PM","2025-08-27 7:07:59 PM","UnknownError"
"ZipEntryNameSubscriptionFactoryTests.cs","C:\Users\User\LocalTradingSetup\Lean\Tests\Engine\DataFeeds","3343","2025-08-27 7:07:59 PM","2025-08-27 7:07:59 PM","UnknownError"
"TextSubscriptionDataSourceReaderTests.cs","C:\Users\User\LocalTradingSetup\Lean\Tests\Engine\DataFeeds","16769","2025-08-27 7:07:59 PM","2025-08-27 7:07:59 PM","UnknownError"
"TimeSliceTests.cs","C:\Users\User\LocalTradingSetup\Lean\Tests\Engine\DataFeeds","13675","2025-08-27 7:07:59 PM","2025-08-27 7:07:59 PM","UnknownError"
"SubscriptionUtilsTests.cs","C:\Users\User\LocalTradingSetup\Lean\Tests\Engine\DataFeeds","13154","2025-08-27 7:07:59 PM","2025-08-27 7:07:59 PM","UnknownError"
"UniverseSelectionTests.cs","C:\Users\User\LocalTradingSetup\Lean\Tests\Engine\DataFeeds","10800","2025-08-27 7:07:59 PM","2025-08-27 7:07:59 PM","UnknownError"
"RemoteFileSubscriptionStreamReaderTests.cs","C:\Users\User\LocalTradingSetup\Lean\Tests\Engine\DataFeeds\Transport","8657","2025-08-27 7:07:59 PM","2025-08-27 7:07:59 PM","UnknownError"
"DefaultBrokerageMessageHandlerTests.cs","C:\Users\User\LocalTradingSetup\Lean\Tests\Engine","3874","2025-08-27 7:07:59 PM","2025-08-27 7:07:59 PM","UnknownError"
"HistoryProviderManagerTests.cs","C:\Users\User\LocalTradingSetup\Lean\Tests\Engine\HistoricalData","7072","2025-08-27 7:07:59 PM","2025-08-27 7:07:59 PM","UnknownError"
"FakeHistoryProvider.cs","C:\Users\User\LocalTradingSetup\Lean\Tests\Engine\HistoricalData","4874","2025-08-27 7:07:59 PM","2025-08-27 7:07:59 PM","UnknownError"
"ProcessedDataProviderTests.cs","C:\Users\User\LocalTradingSetup\Lean\Tests\Engine\DataProviders","2787","2025-08-27 7:07:59 PM","2025-08-27 7:07:59 PM","UnknownError"
"ApiDataProviderTests.cs","C:\Users\User\LocalTradingSetup\Lean\Tests\Engine\DataProviders","11090","2025-08-27 7:07:59 PM","2025-08-27 7:07:59 PM","UnknownError"
"SubscriptionDataReaderHistoryProviderTests.cs","C:\Users\User\LocalTradingSetup\Lean\Tests\Engine\HistoricalData","4988","2025-08-27 7:07:59 PM","2025-08-27 7:07:59 PM","UnknownError"
"BacktestProgressMonitorTests.cs","C:\Users\User\LocalTradingSetup\Lean\Tests\Engine\Results","2700","2025-08-27 7:07:59 PM","2025-08-27 7:07:59 PM","UnknownError"
"DefaultDataProviderTests.cs","C:\Users\User\LocalTradingSetup\Lean\Tests\Engine\DataProviders","1665","2025-08-27 7:07:59 PM","2025-08-27 7:07:59 PM","UnknownError"
"BacktestingRealTimeHandlerTests.cs","C:\Users\User\LocalTradingSetup\Lean\Tests\Engine\RealTime","21762","2025-08-27 7:07:59 PM","2025-08-27 7:07:59 PM","UnknownError"
"LiveTradingRealTimeHandlerTests.cs","C:\Users\User\LocalTradingSetup\Lean\Tests\Engine\RealTime","39141","2025-08-27 7:07:59 PM","2025-08-27 7:07:59 PM","UnknownError"
"RestApiBaseData.cs","C:\Users\User\LocalTradingSetup\Lean\Tests\Engine\DataFeeds","2836","2025-08-27 7:07:59 PM","2025-08-27 7:07:59 PM","UnknownError"
"SubscriptionDataTests.cs","C:\Users\User\LocalTradingSetup\Lean\Tests\Engine\DataFeeds","11848","2025-08-27 7:07:59 PM","2025-08-27 7:07:59 PM","UnknownError"
"SubscriptionDataReaderTests.cs","C:\Users\User\LocalTradingSetup\Lean\Tests\Engine\DataFeeds","6445","2025-08-27 7:07:59 PM","2025-08-27 7:07:59 PM","UnknownError"
"SubscriptionCollectionTests.cs","C:\Users\User\LocalTradingSetup\Lean\Tests\Engine\DataFeeds","21964","2025-08-27 7:07:59 PM","2025-08-27 7:07:59 PM","UnknownError"
"MockDataFeed.cs","C:\Users\User\LocalTradingSetup\Lean\Tests\Engine\DataFeeds","2155","2025-08-27 7:07:59 PM","2025-08-27 7:07:59 PM","UnknownError"
"LiveTradingDataFeedTests.cs","C:\Users\User\LocalTradingSetup\Lean\Tests\Engine\DataFeeds","195683","2025-08-27 7:07:59 PM","2025-08-27 7:07:59 PM","UnknownError"
"PrecalculatedSubscriptionDataTests.cs","C:\Users\User\LocalTradingSetup\Lean\Tests\Engine\DataFeeds","3939","2025-08-27 7:07:59 PM","2025-08-27 7:07:59 PM","UnknownError"
"PendingRemovalsManagerTests.cs","C:\Users\User\LocalTradingSetup\Lean\Tests\Engine\DataFeeds","13054","2025-08-27 7:07:59 PM","2025-08-27 7:07:59 PM","UnknownError"
"LiveCoarseUniverseTests.cs","C:\Users\User\LocalTradingSetup\Lean\Tests\Engine\DataFeeds","6491","2025-08-27 7:07:59 PM","2025-08-27 7:07:59 PM","UnknownError"
"PredicateTimeProviderTests.cs","C:\Users\User\LocalTradingSetup\Lean\Tests\Engine\DataFeeds","1918","2025-08-27 7:07:59 PM","2025-08-27 7:07:59 PM","UnknownError"
"RealTimeScheduleEventServiceTests.cs","C:\Users\User\LocalTradingSetup\Lean\Tests\Engine\DataFeeds","1753","2025-08-27 7:07:59 PM","2025-08-27 7:07:59 PM","UnknownError"
"InternalSubscriptionManagerTests.cs","C:\Users\User\LocalTradingSetup\Lean\Tests\Engine\DataFeeds","20731","2025-08-27 7:07:59 PM","2025-08-27 7:07:59 PM","UnknownError"
"IndexSubscriptionDataSourceReaderTests.cs","C:\Users\User\LocalTradingSetup\Lean\Tests\Engine\DataFeeds","5472","2025-08-27 7:07:59 PM","2025-08-27 7:07:59 PM","UnknownError"
"FileSystemDataFeedTests.cs","C:\Users\User\LocalTradingSetup\Lean\Tests\Engine\DataFeeds","20446","2025-08-27 7:07:59 PM","2025-08-27 7:07:59 PM","UnknownError"
"FuncDataQueueHandlerUniverseProvider.cs","C:\Users\User\LocalTradingSetup\Lean\Tests\Engine\DataFeeds","3589","2025-08-27 7:07:59 PM","2025-08-27 7:07:59 PM","UnknownError"
"FuncDataQueueHandler.cs","C:\Users\User\LocalTradingSetup\Lean\Tests\Engine\DataFeeds","6964","2025-08-27 7:07:59 PM","2025-08-27 7:07:59 PM","UnknownError"
"SubscriptionSynchronizerTests.cs","C:\Users\User\LocalTradingSetup\Lean\Tests\Engine\DataFeeds","7458","2025-08-27 7:07:59 PM","2025-08-27 7:07:59 PM","UnknownError"
"SubscriptionTests.cs","C:\Users\User\LocalTradingSetup\Lean\Tests\Engine\DataFeeds","7825","2025-08-27 7:07:59 PM","2025-08-27 7:07:59 PM","UnknownError"
"FakeDataQueueTests.cs","C:\Users\User\LocalTradingSetup\Lean\Tests\Engine\DataFeeds","2599","2025-08-27 7:07:59 PM","2025-08-27 7:07:59 PM","UnknownError"
"SynchronizingSliceEnumeratorTests.cs","C:\Users\User\LocalTradingSetup\Lean\Tests\Engine\DataFeeds\Enumerators","6236","2025-08-27 7:07:59 PM","2025-08-27 7:07:59 PM","UnknownError"
"SynchronizingBaseDataEnumeratorTests.cs","C:\Users\User\LocalTradingSetup\Lean\Tests\Engine\DataFeeds\Enumerators","5765","2025-08-27 7:07:59 PM","2025-08-27 7:07:59 PM","UnknownError"
"SubscriptionDataEnumeratorTests.cs","C:\Users\User\LocalTradingSetup\Lean\Tests\Engine\DataFeeds\Enumerators","3610","2025-08-27 7:07:59 PM","2025-08-27 7:07:59 PM","UnknownError"
"ScheduledEnumeratorTests.cs","C:\Users\User\LocalTradingSetup\Lean\Tests\Engine\DataFeeds\Enumerators","15987","2025-08-27 7:07:59 PM","2025-08-27 7:07:59 PM","UnknownError"
"ScannableEnumeratorTests.cs","C:\Users\User\LocalTradingSetup\Lean\Tests\Engine\DataFeeds\Enumerators","13710","2025-08-27 7:07:59 PM","2025-08-27 7:07:59 PM","UnknownError"
"RefreshEnumeratorTests.cs","C:\Users\User\LocalTradingSetup\Lean\Tests\Engine\DataFeeds\Enumerators","5585","2025-08-27 7:07:59 PM","2025-08-27 7:07:59 PM","UnknownError"
"RateLimitEnumeratorTests.cs","C:\Users\User\LocalTradingSetup\Lean\Tests\Engine\DataFeeds\Enumerators","2283","2025-08-27 7:07:59 PM","2025-08-27 7:07:59 PM","UnknownError"
"QuoteBarFillForwardEnumeratorTests.cs","C:\Users\User\LocalTradingSetup\Lean\Tests\Engine\DataFeeds\Enumerators","2198","2025-08-27 7:07:59 PM","2025-08-27 7:07:59 PM","UnknownError"
"MappingEventProviderTests.cs","C:\Users\User\LocalTradingSetup\Lean\Tests\Engine\DataFeeds\Enumerators","2739","2025-08-27 7:07:59 PM","2025-08-27 7:07:59 PM","UnknownError"
"PriceScaleFactorEnumeratorTests.cs","C:\Users\User\LocalTradingSetup\Lean\Tests\Engine\DataFeeds\Enumerators","14142","2025-08-27 7:07:59 PM","2025-08-27 7:07:59 PM","UnknownError"
"LiveSubscriptionEnumeratorTests.cs","C:\Users\User\LocalTradingSetup\Lean\Tests\Engine\DataFeeds\Enumerators","4761","2025-08-27 7:07:59 PM","2025-08-27 7:07:59 PM","UnknownError"
"LiveFillForwardEnumeratorTests.cs","C:\Users\User\LocalTradingSetup\Lean\Tests\Engine\DataFeeds\Enumerators","30098","2025-08-27 7:07:59 PM","2025-08-27 7:07:59 PM","UnknownError"
"LiveEquityDataSynchronizingEnumeratorTests.cs","C:\Users\User\LocalTradingSetup\Lean\Tests\Engine\DataFeeds\Enumerators","3455","2025-08-27 7:07:59 PM","2025-08-27 7:07:59 PM","UnknownError"
"LiveAuxiliaryDataEnumeratorTests.cs","C:\Users\User\LocalTradingSetup\Lean\Tests\Engine\DataFeeds\Enumerators","13684","2025-08-27 7:07:59 PM","2025-08-27 7:07:59 PM","UnknownError"
"FrontierAwareEnumeratorTests.cs","C:\Users\User\LocalTradingSetup\Lean\Tests\Engine\DataFeeds\Enumerators","3895","2025-08-27 7:07:59 PM","2025-08-27 7:07:59 PM","UnknownError"
"FillForwardEnumeratorTests.cs","C:\Users\User\LocalTradingSetup\Lean\Tests\Engine\DataFeeds\Enumerators","130270","2025-08-27 7:07:59 PM","2025-08-27 7:07:59 PM","UnknownError"
"FastForwardEnumeratorTests.cs","C:\Users\User\LocalTradingSetup\Lean\Tests\Engine\DataFeeds\Enumerators","4482","2025-08-27 7:07:59 PM","2025-08-27 7:07:59 PM","UnknownError"
"LiveCustomDataSubscriptionEnumeratorFactoryTests.cs","C:\Users\User\LocalTradingSetup\Lean\Tests\Engine\DataFeeds\Enumerators\Factories","28531","2025-08-27 7:07:59 PM","2025-08-27 7:07:59 PM","UnknownError"
"BaseDataCollectionSubscriptionEnumeratorFactoryTests.cs","C:\Users\User\LocalTradingSetup\Lean\Tests\Engine\DataFeeds\Enumerators\Factories","5849","2025-08-27 7:07:59 PM","2025-08-27 7:07:59 PM","UnknownError"
"ConcatEnumeratorTests.cs","C:\Users\User\LocalTradingSetup\Lean\Tests\Engine\DataFeeds\Enumerators","5174","2025-08-27 7:07:59 PM","2025-08-27 7:07:59 PM","UnknownError"
"DividendEventProviderTests.cs","C:\Users\User\LocalTradingSetup\Lean\Tests\Engine\DataFeeds\Enumerators","5643","2025-08-27 7:07:59 PM","2025-08-27 7:07:59 PM","UnknownError"
"EnqueableEnumeratorTests.cs","C:\Users\User\LocalTradingSetup\Lean\Tests\Engine\DataFeeds\Enumerators","4652","2025-08-27 7:07:59 PM","2025-08-27 7:07:59 PM","UnknownError"
"DelistingEnumeratorTests.cs","C:\Users\User\LocalTradingSetup\Lean\Tests\Engine\DataFeeds\Enumerators","10059","2025-08-27 7:07:59 PM","2025-08-27 7:07:59 PM","UnknownError"
"DataQueueHandlerManagerTests.cs","C:\Users\User\LocalTradingSetup\Lean\Tests\Engine\DataFeeds","10590","2025-08-27 7:07:59 PM","2025-08-27 7:07:59 PM","UnknownError"
"DataPermissionManagerTests.cs","C:\Users\User\LocalTradingSetup\Lean\Tests\Engine\DataFeeds","4302","2025-08-27 7:07:59 PM","2025-08-27 7:07:59 PM","UnknownError"
